intent,patterns,response_en,response_ml
crop_disease,How to treat Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Soybean   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Remedy for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Cure for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Solution for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Solution for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Cure for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Cure for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Treatment of Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,How to treat Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Cure for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Remedy for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Solution for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Ways to cure Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,How to treat Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,How to manage Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Solution for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,How to manage Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Cure for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,How to treat Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Solution for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,How to manage Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Cure for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Cure for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Solution for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Cure for Squash   Powdery mildew,Use sulfur fungicides and resistant varieties,സൾഫർ ഫംഗിസൈഡുകളും പ്രതിരോധ ഇനങ്ങളും ഉപയോഗിക്കുക
crop_disease,Solution for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Remedy for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Treatment of Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Remedy for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Ways to cure Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Treatment of Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Cure for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Ways to cure Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,How to manage Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,How to manage Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Solution for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Solution for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Ways to cure Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Ways to cure Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Treatment of Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Ways to cure Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Treatment of Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,How to treat Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Cure for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Cure for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Cure for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Cure for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,How to treat Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Remedy for Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,How to manage Strawberry   Leaf scorch,Remove infected leaves and apply fungicide,ബാധിത ഇലകൾ നീക്കം ചെയ്ത് ഫംഗിസൈഡ് പ്രയോഗിക്കുക
crop_disease,Remedy for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Strawberry   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Ways to cure Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Remedy for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Remedy for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Remedy for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,How to treat Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,How to treat Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Ways to cure Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Ways to cure Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Cure for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Ways to cure Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Solution for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,How to treat Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Remedy for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Solution for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,How to manage Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Remedy for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Remedy for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,How to treat Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Remedy for Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,How to manage Tomato   Bacterial spot,Apply copper fungicides and resistant seeds,താമ്ര ഫംഗിസൈഡുകളും പ്രതിരോധ വിത്തുകളും പ്രയോഗിക്കുക
crop_disease,Solution for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to manage Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Treatment of Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Ways to cure Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Remedy for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Solution for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Ways to cure Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Remedy for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Remedy for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Treatment of Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Treatment of Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Solution for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to manage Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Ways to cure Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Early blight,Use fungicide and crop rotation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Late blight,Apply fungicide and avoid overhead irrigation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് മുകളിൽ നിന്ന് വെള്ളം ഒഴിക്കുന്നത് ഒഴിവാക്കുക
crop_disease,Solution for Tomato   Late blight,Apply fungicide and avoid overhead irrigation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് മുകളിൽ നിന്ന് വെള്ളം ഒഴിക്കുന്നത് ഒഴിവാക്കുക
crop_disease,Ways to cure Tomato   Late blight,Apply fungicide and avoid overhead irrigation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് മുകളിൽ നിന്ന് വെള്ളം ഒഴിക്കുന്നത് ഒഴിവാക്കുക
crop_disease,Remedy for Tomato   Late blight,Apply fungicide and avoid overhead irrigation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് മുകളിൽ നിന്ന് വെള്ളം ഒഴിക്കുന്നത് ഒഴിവാക്കുക
crop_disease,Cure for Tomato   Late blight,Apply fungicide and avoid overhead irrigation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് മുകളിൽ നിന്ന് വെള്ളം ഒഴിക്കുന്നത് ഒഴിവാക്കുക
crop_disease,Ways to cure Tomato   Late blight,Apply fungicide and avoid overhead irrigation,ഫംഗിസൈഡ് പ്രയോഗിച്ച് മുകളിൽ നിന്ന് വെള്ളം ഒഴിക്കുന്നത് ഒഴിവാക്കുക
